2017-10-18,WAS,4,10,2,4,12
2017-10-20,BOS,7,16,0,4,19
2017-10-21,TOR,2,8,2,3,6
2017-10-23,DET,3,9,7,1,7
2017-10-25,HOU,9,16,5,4,22
