2017-10-17,GSW,10,23,6,11,27
2017-10-18,SAC,8,21,3,9,27
2017-10-21,DAL,10,19,3,7,29
2017-10-23,MEM,8,20,5,8,22
2017-10-25,PHI,10,20,3,13,27
2017-10-27,CHO,8,18,10,11,27
