2017-10-19,NYK,7,12,10,16,21
2017-10-21,UTA,2,11,13,9,6
2017-10-22,MIN,12,24,5,10,31
2017-10-25,IND,10,18,10,16,28
2017-10-27,MIN,10,18,8,9,27
